id,city_id,dong_name
1247,78,"대청면"
1248,78,"덕적면"
1249,78,"백령면"
1250,78,"북도면"
1251,78,"연평면"
1252,78,"영흥면"
1253,78,"자월면"
1254,79,"경동"
1255,79,"관동"
1256,79,"남북동"
1257,79,"내동"
1258,79,"답동"
1259,79,"덕교동"
1260,79,"도원동"
1261,79,"무의동"
1262,79,"북성동"
1263,79,"사동"
1264,79,"선린동"
1265,79,"선화동"
1266,79,"송월동"
1267,79,"송학동"
1268,79,"신생동"
1269,79,"신포동"
1270,79,"신흥동"
1271,79,"연안동"
1272,79,"영종동"
1273,79,"용동"
1274,79,"용유동"
1275,79,"운남동"
1276,79,"운북동"
1277,79,"운서동"
1278,79,"유동"
1279,79,"율목동"
1280,79,"을왕동"
1281,79,"인현동"
1282,79,"전동"
1283,79,"중산동"
1284,79,"중앙동"
1285,79,"항동"
1286,79,"해안동"
1288,24,"단원구"
1290,24,"안산"
1291,25,"상록구"
1292,25,"안산"
1293,27,"동안구"
1294,27,"인덕원"
1295,28,"만안구"
1296,37,"의왕"
1297,45,"강남"
1298,45,"테헤란로"
1299,45,"선릉"
1300,59,"남부터미널"
1301,59,"강남터미널"
1302,59,"강터"
1303,23,"시화"
1304,23,"배곧"
1305,44,"화성"
1308,24,"단원"
